,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,class
0,-0.00030309058,-2.1017986e-06,3.538526e-05,-0.00012644418,0.000407451,0.0002977087,0.00028078182,0.00031853217,-0.0005508952,-8.503412e-05,-8.245297e-05,8.743693e-05,0.0016708669,-0.0006764408,-7.052685e-05,5.6486344e-05,0.0014862325,0.0011080728,0.0036482224,-0.0011372386,0.0021352451,-0.0022238279,-0.002535691,-0.0025650463,-0.00064708793,-0.0055265967,-0.001981342,-0.0012997178,-0.00205062,0.0016105783,2
1,-6.831308e-05,2.0889058e-05,6.8641384e-05,-0.00029119212,0.00023916445,0.00016033335,0.00010887318,0.0002355022,-0.00067676033,-0.00030263996,-0.00087636395,0.0010080964,-0.001114164,-8.1906095e-05,0.0006583418,-0.00043281657,0.0020384241,0.00070632296,-0.0008196343,0.00018112306,-0.00017515058,0.0024375026,-1.1154218e-05,-0.0005062043,-0.0006037785,0.00015164819,-0.001832691,-0.0025060857,7.265108e-05,0.0022821648,1
2,-0.00033491754,-0.00019939426,-0.00035967864,0.00019154412,0.0005802055,0.004560576,0.0025317895,-0.00079765194,0.0013058683,0.00015283376,-0.00041230675,0.0028147288,0.00026502687,0.0027997,0.0018746689,0.002622038,-0.008803236,0.0043649953,-0.0045424365,0.0066081993,0.0019516456,-0.018193016,0.019070655,0.041150387,0.0023033384,-0.009249805,0.015746402,-0.007605618,0.012386899,-0.026202282,8
3,-9.6106916e-05,-4.3116124e-05,-4.6217014e-05,-0.00018185757,0.00050486554,0.00048367726,-0.0005579146,3.4518816e-05,-0.00016297249,0.0015668292,0.00090673217,0.001298503,-0.0014602141,-0.001112159,0.0017824944,-0.0001322219,0.0009265143,-0.00089075183,-0.002146428,-0.0023572794,-0.0010145806,0.00239377,0.00048808428,-0.0031816484,0.0021648223,-0.0007352957,0.0031414442,-0.0036566607,0.0013026674,0.0030619386,4
4,0.00025673298,8.389907e-06,-2.2771132e-05,6.181124e-05,-0.00017991159,-6.5172266e-05,-0.0006971173,0.000615614,0.0005228943,0.0003084959,0.00016214882,0.00038596347,-0.0011547196,0.00064844405,9.4727846e-05,-0.0006520558,-0.00082116877,0.0017656357,0.0015510173,0.0015122369,0.00095422467,-0.0022627157,0.0007172593,-0.0013889275,0.0015489092,-0.0023813557,0.001570111,0.0012928452,0.00034752628,0.00011897273,1
5,-3.4244207e-05,-8.01542e-05,0.0001426368,-0.00054860004,-0.0007213774,-0.00060842955,0.00084521493,0.0009127566,0.00022134068,0.00023887877,-0.00043334055,-0.00027494394,-0.00047966617,0.0023456193,0.0024524557,-0.0011078599,-0.000768217,-0.0034527148,-0.0047937287,-8.337316e-06,0.00015237136,-0.008739513,-0.0016061626,0.0005309386,0.00022295152,0.00025144452,0.0026415256,-0.0026090823,-0.0040509608,-0.0045127533,9
6,-0.00013187403,-3.6164187e-05,1.392288e-05,1.3169658e-05,-7.718103e-06,9.165474e-05,-6.390014e-05,0.0005522142,0.0014565057,0.0011034355,-0.0012696713,2.5101937e-05,-0.0004302046,0.0011080534,-0.00032273732,-0.00022609002,-0.0008192982,-0.0026344182,0.0010525307,-0.0010965825,0.004318191,-0.002892017,4.9878377e-05,-0.007590212,-0.0011220407,-0.002822669,0.0034199236,0.001467882,-0.0044783354,-0.0007203389,2
7,-4.7157984e-05,0.0001438768,1.8118546e-05,6.672522e-05,-0.00014329026,-0.00028985835,0.00022354984,-0.00013826188,-8.544451e-05,0.00021885012,-2.8293929e-05,-0.0012323954,0.0013463993,0.0023139857,0.002086124,0.000112395035,0.00013508071,2.7903123e-05,-0.00058264297,0.0051711937,0.0016692809,-0.00070821727,-0.0034092912,-0.0013680118,-0.004074697,-0.0022290621,0.0029127237,-0.0022695477,-0.00023804605,-0.0023933365,2
8,-0.0001831917,-7.21265e-05,0.0002579958,0.00012010783,-0.00033005784,0.0006107087,0.0008694283,-0.0009734696,-0.0028856052,0.0010711772,-0.0020832291,0.0027319216,0.0023816773,-0.0012169359,-0.0030610804,-0.0020287163,-0.0013070069,-0.0012814617,0.0012171266,0.00219452,-0.0041437335,-0.00728475,-0.005748435,0.0017005019,0.0004172601,-0.0017992537,0.009908413,-0.011469936,-0.0019902308,-0.00036613364,0
9,3.663292e-05,8.8688685e-06,3.4253484e-05,-0.00016181244,0.0006018187,-2.5189802e-05,0.00027845684,-0.00025360123,-0.0014426303,-0.00067199906,0.00026882614,-0.00027813995,0.0007479539,-0.0019717999,-0.00043322623,0.00017508457,0.0010451977,0.0035621796,-0.0010434951,0.0015990147,0.0043410817,-0.0016246311,-0.0023746789,0.0017868201,0.0006566534,0.00064614136,0.0073234322,0.0020899323,0.0013392027,0.005617344,2
10,-0.0003734434,4.703023e-05,-6.516e-05,-5.9959966e-05,-0.00048196514,-0.00091970246,0.00056066504,0.0008081091,-0.00425893,0.0012413277,-0.0015386286,0.00045263104,0.0016038831,-0.0016481413,-0.00054350024,-0.004043827,0.0003210768,0.0010601421,0.0029353858,0.0024612814,0.00023908284,-0.00044186786,0.0043659713,-0.0045615067,0.00401749,0.0017049187,-0.0041731857,-0.00026937452,-0.0023850384,0.0008499108,6
11,-0.00083110516,-3.9351005e-05,0.00081516104,-0.00073653716,-0.0007540672,-0.00090956036,0.010428376,-0.018758778,0.010202925,0.015415238,0.00081543624,-0.0025079194,-0.008566343,-0.006339539,0.0056884233,-0.0067630233,-0.006663627,-0.038255587,-0.020206403,-0.10038581,-0.003265947,-0.028283585,-0.07913775,0.033646807,-0.047033887,-0.067296095,0.08228809,-0.0039167497,0.04543607,0.07194473,9
12,-0.0003858443,-0.000112768896,2.832442e-05,0.00025295012,0.00010502947,0.00092518074,-0.00035224587,0.00069390883,0.0027877318,-0.0015162083,0.002422872,-0.0021319278,-0.0026416513,-0.0043736533,-0.00012557965,0.0026637306,0.0022986573,-0.0012135126,0.003994777,-0.0008703147,-0.0026906524,0.001445791,0.0060488405,0.002637919,-0.0025593727,-0.006581728,-0.0024679769,-0.00043159816,0.009565168,-0.009339591,0
13,0.00020708742,-5.0955086e-06,4.6449662e-05,-2.0621083e-05,8.336814e-06,-0.0001631014,-0.00045570306,0.00019644134,0.000121105055,0.00043950643,-0.0011511135,-7.229402e-05,-0.001232535,0.001780899,-0.0012879896,0.00024010404,0.00064415945,0.002877967,0.0021870767,4.7267822e-05,0.00015019835,-0.0006514252,-0.0019950154,-0.0005920656,-0.0026490414,-0.004440315,0.0028510178,0.0033772702,-0.001954291,-0.00080937415,7
14,-2.6248774e-05,-5.9903126e-05,5.985119e-05,-0.0007895602,-3.5178673e-05,0.00019118012,-0.0008018343,0.001455756,-0.00094244635,0.0015846593,0.0010966301,-0.0014204647,0.00063821464,-0.003036162,0.00589901,0.00055978936,0.002102471,-0.001448532,0.00037946063,0.0022771924,-0.002833704,-0.0063010924,-0.00757058,-0.0023087673,0.0016404479,0.001335761,-0.008527877,0.00283654,-0.011987469,-0.010163561,5
15,0.0001543118,3.5248602e-05,8.1645296e-05,-7.153301e-05,0.00030798203,0.00013844707,0.00035760214,3.4219574e-06,0.00037606742,0.0005777655,-0.00030607986,0.0012047946,-0.0015651878,-0.0006517608,-0.00038062912,0.0014106771,0.0014778198,-0.0018885573,0.0011533312,0.001977712,-0.0035623861,0.0004468271,0.0024798675,-0.0014539966,0.0018167428,-0.0030237678,-0.0012226556,0.002035863,0.002324888,-0.00058922265,4
16,0.00051082374,-9.5907424e-05,0.00018141611,0.00057726237,0.0007668842,0.0002516784,-0.0006189627,0.00063209224,-0.0006828314,0.000649933,0.0007117576,-0.0007296533,0.0018719535,0.0032866106,0.0024141648,-0.0001007542,0.0008798956,-0.0027334113,-0.0025710817,-0.0016566939,0.000655699,-0.002844349,-0.009954545,-0.00046926434,-0.00279584,-0.00035011617,0.0038113503,0.0012818355,0.006486647,0.0046336353,0
17,4.032126e-05,2.2314354e-05,-2.3846538e-05,5.572682e-05,-0.00028892068,-2.5282381e-05,-8.4956366e-05,0.0003892044,0.00014244753,0.00030786317,-0.002631409,-3.449258e-05,0.00064274523,0.0005766215,0.00085600285,0.00036684982,0.0005468726,-9.402566e-05,-0.0010122999,-0.0014592949,0.0005585849,0.00072276336,0.0035126866,-0.002848988,0.001597441,0.0011052107,-0.002307959,-7.872842e-05,-0.0018812647,0.0016718733,1
18,0.00067008444,-6.639508e-05,-0.0003704985,0.0001624967,7.6348544e-05,-9.241159e-05,-0.0050021377,0.000757525,0.0012420429,0.00025234465,-0.0033749805,0.004549568,-0.002375715,0.00059597334,0.004032529,-0.006964774,0.001816788,0.0010257495,0.0011555883,-0.002831933,-0.004707116,-0.008708242,-0.0032382607,0.0031884108,0.00020384276,-0.002589323,0.0014940724,0.003319911,-0.013136635,0.032820042,8
19,-3.2856675e-05,2.7220178e-05,-0.00018345541,0.0003092517,-0.00022142,-6.869165e-05,-0.00013697523,0.0013281503,-0.0021311752,0.0016805397,-0.00051832007,-0.0010840035,-0.0033166579,-0.00050939247,-0.00021956582,0.0035292048,-0.0005738095,-0.004507829,-0.0057030586,-0.0022016102,-0.0021092389,-0.007245613,-0.002128669,-0.0012106154,-0.0036143712,-0.0035156198,0.0047712615,-0.0055695893,0.003164738,0.004396038,0
20,1.0611002e-05,3.6091587e-05,-3.0109913e-06,0.0001649149,6.636366e-05,-9.490311e-05,-0.000598909,-6.423611e-05,0.0004941112,0.000767529,-0.0001294975,-2.2675144e-05,0.0011197283,0.00019294396,-0.0009622319,-0.00019456074,-0.0003319906,0.00028595538,0.0008930647,0.00022789725,0.00343421,0.00070925057,0.0020858482,-0.00025470066,0.0026248065,-0.0028818366,0.0032519046,-0.00152408,0.002954636,0.0009344438,4
21,2.1910528e-05,4.974753e-05,-0.00011785177,-0.00022197928,-0.0005668474,0.00076069386,-9.796048e-05,0.00089028396,0.00084971724,0.0013250441,-0.00049307646,0.002049356,-0.004216919,-0.001400242,-0.0018452569,-0.0032714754,-0.0013130228,0.001293984,0.00032913405,-0.0007939371,-0.001779146,-0.0018269372,0.0044887145,-0.00031162682,0.0017112235,-0.00062552583,-0.004889127,-0.0007776214,-0.0006712279,0.007451512,2
22,0.002528168,0.00016125244,-0.0009308095,0.004734506,-0.00048211624,-0.0010803228,0.000992723,-0.0046324595,-0.021430355,-0.0014757472,-0.022901228,-0.009874294,0.029488077,0.0028674928,0.0036107823,0.0034867097,-0.004345194,0.0007024086,-0.00023790309,0.005407392,-0.0016465513,0.017737698,-0.0060070218,0.01015709,0.017223718,0.04454362,-0.027294932,-0.00038839597,-0.030192055,-0.0063710213,6
23,-0.00014160865,5.104388e-05,0.000111799265,2.2674933e-05,-0.00023012474,0.000775383,0.0013639438,6.5451415e-05,0.00026356298,-0.0013464766,-0.0007925184,-0.001679071,-0.0005878,-0.0014592817,-0.00037274207,-0.0015901497,-0.001789876,-0.0005413196,0.00052459247,-0.001610696,-0.0040491475,0.0005221759,-0.0005537006,-0.004603599,0.0009995805,-0.0022990934,0.0029979423,-0.0024889265,0.0020346239,0.0040996363,7
24,4.9308932e-05,-1.1139377e-05,3.996111e-05,6.714362e-05,-0.00029109628,4.1829713e-05,-0.00015223263,-0.0006100419,-0.0018834237,0.0010623075,0.0010045323,0.0004627416,-0.002613302,-0.00063369767,0.0011571813,0.002063864,3.994997e-05,0.0017889049,-0.0011114199,-0.0007096877,0.0025139414,0.00017551892,-0.0013865093,0.0014934066,0.004262352,0.003130876,0.003414252,-0.0021875643,0.00042462553,-0.0027185152,0
25,-8.6558895e-05,-5.111922e-05,-1.5393856e-05,4.6714995e-06,-0.00041662884,-0.0007643155,0.0003322392,-0.00027414935,-0.0012982108,0.0006747721,-0.00093800586,-0.0018676955,0.0016527066,-0.000113731134,0.00322903,0.0003227082,0.0014031018,-0.00030751014,0.004562254,-0.0019760244,-0.003798185,0.0024990814,-0.0034415338,-0.000905429,0.0033290545,0.0065018833,0.0019545527,0.00080575765,0.008146537,0.0018801847,6
26,-8.689154e-05,-2.790071e-05,9.025717e-05,-0.00019598925,-3.0467345e-05,-0.00014119822,-8.211995e-05,0.00043265434,-0.00020119123,0.00085669186,-0.00033375615,-0.00036689942,-0.0012752598,0.0008127473,0.00036343726,0.0008009812,0.0005790426,-0.0001173534,-0.001483472,0.0009845041,-0.00016332523,-0.0015154303,-0.0017222045,0.00047382154,0.0008170627,-0.0022714783,0.0029916964,-2.7317787e-05,0.0018613054,0.0013462186,4
27,3.7667818e-05,3.1828666e-05,3.0586838e-05,9.171925e-05,-0.000156904,-1.3344688e-06,-0.00011649103,-0.0005007428,0.00018992992,0.0004173462,-0.0012823078,-0.0010836922,0.0031038905,0.00088483706,0.0010689035,-0.00038133198,0.00071813003,0.0017568804,0.0025409725,-0.0001493888,0.0011773967,-0.00011003902,-0.004979885,0.004969139,-0.00070552423,0.0003723643,-0.00056798215,0.0028489036,-0.0035960337,-0.0007961787,0
28,0.000118402844,2.7845857e-05,-0.000115690964,0.00042926322,-6.920642e-05,-0.0007511946,-0.00043347751,0.00019360078,0.0014856131,-0.0016858659,-0.00066843594,0.00022304384,0.0017675846,0.0015904638,0.0024933768,0.0006461887,-0.0050694966,-0.00047207432,0.0025928852,0.0018712131,0.0049590925,0.002323243,0.0052514877,0.0017412372,0.0064443974,0.003039409,0.002127938,0.0012036258,0.0008752048,-0.0009776363,3
29,-2.4590758e-05,-5.9220306e-06,2.1124657e-05,0.00010048451,-0.00010909076,-5.0568968e-05,-7.4923155e-05,0.0003877739,0.0005922084,-0.0009769456,-0.0004479558,0.000212149,-0.00042227347,-4.35306e-06,0.0012507595,0.002095387,0.00023558096,0.0005946028,-0.0009340325,-0.0018204544,-0.00073631614,-0.0013724382,5.642022e-05,0.0023786717,0.00014652009,0.0013868179,-0.0016328212,-0.0003870912,-0.00160358,0.0043567247,1
30,7.676869e-05,-6.2089326e-05,5.943466e-05,0.00013040291,-0.00014353533,-0.0006949195,0.0005171922,9.0500806e-05,0.0018468148,0.00072419585,0.0018126713,-1.1516793e-05,0.0005953314,-0.0022439628,0.0029725085,0.0011054177,-0.0008901383,0.0006226498,-0.0013104894,-0.0029208343,0.0038447822,-0.0012624959,6.4628664e-05,-0.0019374918,0.0013789099,0.001280041,-2.2801338e-05,-0.0054686638,0.0031576762,-0.0025943166,2
31,0.00014923532,-7.711864e-06,0.00013037221,6.930553e-05,0.00028644074,0.00010872912,-0.0009016923,0.00090402906,-0.00037747878,-0.0022835103,0.00071748754,-0.00014123373,0.00042059686,0.0015500383,0.0013801008,-0.0021884935,-0.0013016912,-0.0016353757,0.0004649933,0.00032685976,0.0005877182,-0.0015148711,0.0015146593,0.006924265,0.0065188007,-0.003250071,0.0029943064,-0.00039893377,0.0052725906,-0.023561697,7
32,-3.433309e-05,-1.6944487e-05,-2.5850335e-05,-0.00020530933,0.00022399166,6.890665e-05,0.000114208844,0.0003962599,-0.00047973625,-0.0005586656,-0.0011759212,6.7470944e-05,0.00036668894,-0.00208611,-0.00069651904,0.00034205685,0.00050463784,0.0010781471,0.00085445377,0.0013478065,0.002103018,0.00086896354,0.0023830538,0.00039149658,0.0019742032,0.00038034678,-0.003966041,-0.0010522706,0.0018548197,0.0006328062,1
